Latitude,Longitude,,RA (Lon),Dec (Lat),,,,Lat Conversion,,Lon Conversion,
54.35933056,-26.32170833,,10.24521944,-54.35933056,,,,-54.35933056,54.35933056,153.6782917,-26.32170833
53.93357778,-26.659375,,10.22270833,-53.93357778,,,,-53.93357778,53.93357778,153.340625,-26.659375
53.94773333,-27.1815,,10.1879,-53.94773333,,,,-53.94773333,53.94773333,152.8185,-27.1815
54.13464167,-27.613375,,10.15910833,-54.13464167,,,,-54.13464167,54.13464167,152.386625,-27.613375
54.34771944,-27.26633333,,10.18224444,-54.34771944,,,,-54.34771944,54.34771944,152.7336667,-27.26633333
54.15395556,-27.01954167,,10.19869722,-54.15395556,,,,-54.15395556,54.15395556,152.9804583,-27.01954167
53.53223611,-30.43483333,,9.971011111,-53.53223611,,SCO 1b2,,-53.53223611,53.53223611,149.5651667,-30.43483333
54.73491667,-27.92154167,,10.13856389,-54.73491667,,,,-54.73491667,54.73491667,152.0784583,-27.92154167
52.95818611,-28.90370833,,10.07308611,-52.95818611,,,,-52.95818611,52.95818611,151.0962917,-28.90370833
52.37405,-29.522875,,10.03180833,-52.37405,,,,-52.37405,52.37405,150.477125,-29.522875
53.70665833,-28.23704167,,10.11753056,-53.70665833,,,,-53.70665833,53.70665833,151.7629583,-28.23704167
54.30700833,-29.325625,,10.04495833,-54.30700833,,,,-54.30700833,54.30700833,150.674375,-29.325625
53.46161389,-30.01579167,,9.998947222,-53.46161389,,,,-53.46161389,53.46161389,149.9842083,-30.01579167
53.97169444,-29.70995833,,10.01933611,-53.97169444,,,,-53.97169444,53.97169444,150.2900417,-29.70995833
53.58145,-28.01129167,,10.13258056,-53.58145,,,,-53.58145,53.58145,151.9887083,-28.01129167
54.36258611,-28.90483333,,10.07301111,-54.36258611,,,,-54.36258611,54.36258611,151.0951667,-28.90483333
53.44982222,-27.74975,,10.15001667,-53.44982222,,,,-53.44982222,53.44982222,152.25025,-27.74975
53.47778889,-28.68579167,,10.08761389,-53.47778889,,,,-53.47778889,53.47778889,151.3142083,-28.68579167
54.23205556,-28.014,,10.1324,-54.23205556,,,,-54.23205556,54.23205556,151.986,-28.014
53.51981667,-28.21283333,,10.11914444,-53.51981667,,,,-53.51981667,53.51981667,151.7871667,-28.21283333
53.83131667,-28.168875,,10.122075,-53.83131667,,,,-53.83131667,53.83131667,151.831125,-28.168875
52.92743056,-28.41820833,,10.10545278,-52.92743056,,,,-52.92743056,52.92743056,151.5817917,-28.41820833
53.58390556,-28.00670833,,10.13288611,-53.58390556,,,,-53.58390556,53.58390556,151.9932917,-28.00670833
53.58851111,-28.57758333,,10.09482778,-53.58851111,,,,-53.58851111,53.58851111,151.4224167,-28.57758333
49.73330556,-27.02308333,,10.19846111,-49.73330556,,SCO 1c,,-49.73330556,49.73330556,152.9769167,-27.02308333
49.99479167,-26.75220833,,10.21651944,-49.99479167,,,,-49.99479167,49.99479167,153.2477917,-26.75220833
49.75031111,-27.075875,,10.19494167,-49.75031111,,,,-49.75031111,49.75031111,152.924125,-27.075875
50.005925,-26.47341667,,10.23510556,-50.005925,,,,-50.005925,50.005925,153.5265833,-26.47341667
49.70813889,-27.33508333,,10.17766111,-49.70813889,,,,-49.70813889,49.70813889,152.6649167,-27.33508333
49.71155278,-27.36079167,,10.17594722,-49.71155278,,,,-49.71155278,49.71155278,152.6392083,-27.36079167
49.90189444,-26.96533333,,10.20231111,-49.90189444,,,,-49.90189444,49.90189444,153.0346667,-26.96533333
49.77764722,-27.08395833,,10.19440278,-49.77764722,,,,-49.77764722,49.77764722,152.9160417,-27.08395833
50.1253,-26.27845833,,10.24810278,-50.1253,,,,-50.1253,50.1253,153.7215417,-26.27845833
50.02919722,-26.7525,,10.2165,-50.02919722,,,,-50.02919722,50.02919722,153.2475,-26.7525
49.64766944,-27.00958333,,10.19936111,-49.64766944,,,,-49.64766944,49.64766944,152.9904167,-27.00958333
50.13174444,-26.719,,10.21873333,-50.13174444,,,,-50.13174444,50.13174444,153.281,-26.719
50.15339444,-27.16683333,,10.18887778,-50.15339444,,,,-50.15339444,50.15339444,152.8331667,-27.16683333
50.05195556,-27.04920833,,10.19671944,-50.05195556,,,,-50.05195556,50.05195556,152.9507917,-27.04920833
49.98470556,-26.90320833,,10.20645278,-49.98470556,,,,-49.98470556,49.98470556,153.0967917,-26.90320833
50.25586667,-26.82825,,10.21145,-50.25586667,,,,-50.25586667,50.25586667,153.17175,-26.82825
50.01819167,-27.104875,,10.19300833,-50.01819167,,,,-50.01819167,50.01819167,152.895125,-27.104875
50.27904167,-26.90429167,,10.20638056,-50.27904167,,,,-50.27904167,50.27904167,153.0957083,-26.90429167
50.27566389,-27.26316667,,10.18245556,-50.27566389,,,,-50.27566389,50.27566389,152.7368333,-27.26316667
49.77525833,-26.80604167,,10.21293056,-49.77525833,,,,-49.77525833,49.77525833,153.1939583,-26.80604167
50.19691944,-26.912375,,10.20584167,-50.19691944,,,,-50.19691944,50.19691944,153.087625,-26.912375
50.07681667,-26.99041667,,10.20063889,-50.07681667,,,,-50.07681667,50.07681667,153.0095833,-26.99041667
50.16025833,-26.92004167,,10.20533056,-50.16025833,,,,-50.16025833,50.16025833,153.0799583,-26.92004167
49.95041944,-26.8575,,10.2095,-49.95041944,,,,-49.95041944,49.95041944,153.1425,-26.8575
50.02483611,-26.59304167,,10.22713056,-50.02483611,,,,-50.02483611,50.02483611,153.4069583,-26.59304167
50.13571667,-26.94425,,10.20371667,-50.13571667,,,,-50.13571667,50.13571667,153.05575,-26.94425
50.09748056,-26.80070833,,10.21328611,-50.09748056,,,,-50.09748056,50.09748056,153.1992917,-26.80070833
50.00280278,-27.10345833,,10.19310278,-50.00280278,,,,-50.00280278,50.00280278,152.8965417,-27.10345833
49.85540278,-27.05454167,,10.19636389,-49.85540278,,,,-49.85540278,49.85540278,152.9454583,-27.05454167
50.40559167,-26.89541667,,10.20697222,-50.40559167,,,,-50.40559167,50.40559167,153.1045833,-26.89541667
50.12875556,-27.3815,,10.17456667,-50.12875556,,,,-50.12875556,50.12875556,152.6185,-27.3815
50.07453889,-26.97329167,,10.20178056,-50.07453889,,,,-50.07453889,50.07453889,153.0267083,-26.97329167
50.22551944,-26.6485,,10.22343333,-50.22551944,,,,-50.22551944,50.22551944,153.3515,-26.6485
50.07216944,-26.59966667,,10.22668889,-50.07216944,,,,-50.07216944,50.07216944,153.4003333,-26.59966667
50.04636111,-27.117,,10.1922,-50.04636111,,,,-50.04636111,50.04636111,152.883,-27.117
49.84000278,-27.141875,,10.19054167,-49.84000278,,,,-49.84000278,49.84000278,152.858125,-27.141875
49.75619167,-26.49454167,,10.23369722,-49.75619167,,,,-49.75619167,49.75619167,153.5054583,-26.49454167
50.01188611,-27.256,,10.18293333,-50.01188611,,,,-50.01188611,50.01188611,152.744,-27.256
49.82177222,-27.38225,,10.17451667,-49.82177222,,,,-49.82177222,49.82177222,152.61775,-27.38225
50.19276111,-26.62654167,,10.22489722,-50.19276111,,,,-50.19276111,50.19276111,153.3734583,-26.62654167
49.90315556,-27.13479167,,10.19101389,-49.90315556,,,,-49.90315556,49.90315556,152.8652083,-27.13479167
50.00244167,-27.29808333,,10.18012778,-50.00244167,,,,-50.00244167,50.00244167,152.7019167,-27.29808333
50.12477222,-27.54333333,,10.16377778,-50.12477222,,,,-50.12477222,50.12477222,152.4566667,-27.54333333
50.05392778,-26.93733333,,10.20417778,-50.05392778,,,,-50.05392778,50.05392778,153.0626667,-26.93733333
49.94267222,-27.43,,10.17133333,-49.94267222,,,,-49.94267222,49.94267222,152.57,-27.43
49.99316667,-26.95129167,,10.20324722,-49.99316667,,,,-49.99316667,49.99316667,153.0487083,-26.95129167
50.20326111,-27.42591667,,10.17160556,-50.20326111,,,,-50.20326111,50.20326111,152.5740833,-27.42591667
50.14762778,-25.80095833,,10.27993611,-50.14762778,,SCO 1d,,-50.14762778,50.14762778,154.1990417,-25.80095833
49.95439722,-24.30445833,,10.37970278,-49.95439722,,,,-49.95439722,49.95439722,155.6955417,-24.30445833
50.38295556,-24.47066667,,10.36862222,-50.38295556,,,,-50.38295556,50.38295556,155.5293333,-24.47066667
50.6579,-24.17879167,,10.38808056,-50.6579,,,,-50.6579,50.6579,155.8212083,-24.17879167
50.11109444,-25.22341667,,10.31843889,-50.11109444,,,,-50.11109444,50.11109444,154.7765833,-25.22341667
50.14191389,-24.41908333,,10.37206111,-50.14191389,,,,-50.14191389,50.14191389,155.5809167,-24.41908333
50.04368611,-24.90904167,,10.33939722,-50.04368611,,,,-50.04368611,50.04368611,155.0909583,-24.90904167
50.19702778,-24.41654167,,10.37223056,-50.19702778,,,,-50.19702778,50.19702778,155.5834583,-24.41654167
50.07461389,-24.60441667,,10.35970556,-50.07461389,,,,-50.07461389,50.07461389,155.3955833,-24.60441667
50.36674167,-24.46925,,10.36871667,-50.36674167,,,,-50.36674167,50.36674167,155.53075,-24.46925
50.27626667,-25.376,,10.30826667,-50.27626667,,,,-50.27626667,50.27626667,154.624,-25.376
49.81806389,-25.33895833,,10.31073611,-49.81806389,,,,-49.81806389,49.81806389,154.6610417,-25.33895833
50.03702778,-24.25841667,,10.38277222,-50.03702778,,,,-50.03702778,50.03702778,155.7415833,-24.25841667
50.47891389,-25.002625,,10.33315833,-50.47891389,,,,-50.47891389,50.47891389,154.997375,-25.002625
50.26504167,-24.913,,10.33913333,-50.26504167,,,,-50.26504167,50.26504167,155.087,-24.913
50.2841,-25.108875,,10.326075,-50.2841,,,,-50.2841,50.2841,154.891125,-25.108875
50.13723611,-24.64129167,,10.35724722,-50.13723611,,,,-50.13723611,50.13723611,155.3587083,-24.64129167
50.52249444,-25.66375,,10.28908333,-50.52249444,,,,-50.52249444,50.52249444,154.33625,-25.66375
50.61757222,-24.73979167,,10.35068056,-50.61757222,,,,-50.61757222,50.61757222,155.2602083,-24.73979167
50.31055833,-24.889375,,10.34070833,-50.31055833,,,,-50.31055833,50.31055833,155.110625,-24.889375
50.49146667,-25.004625,,10.333025,-50.49146667,,,,-50.49146667,50.49146667,154.995375,-25.004625
50.27481111,-24.82141667,,10.34523889,-50.27481111,,,,-50.27481111,50.27481111,155.1785833,-24.82141667
50.53642778,-24.61145833,,10.35923611,-50.53642778,,,,-50.53642778,50.53642778,155.3885417,-24.61145833
50.43083056,-25.105875,,10.326275,-50.43083056,,,,-50.43083056,50.43083056,154.894125,-25.105875
50.25944722,-24.67941667,,10.35470556,-50.25944722,,,,-50.25944722,50.25944722,155.3205833,-24.67941667
49.990075,-24.74466667,,10.35035556,-49.990075,,,,-49.990075,49.990075,155.2553333,-24.74466667
50.248725,-25.05179167,,10.32988056,-50.248725,,,,-50.248725,50.248725,154.9482083,-25.05179167
50.64786389,-24.25275,,10.38315,-50.64786389,,,,-50.64786389,50.64786389,155.74725,-24.25275
50.366325,-24.49645833,,10.36690278,-50.366325,,,,-50.366325,50.366325,155.5035417,-24.49645833
50.35728889,-25.49658333,,10.30022778,-50.35728889,,,,-50.35728889,50.35728889,154.5034167,-25.49658333
50.25789167,-25.57591667,,10.29493889,-50.25789167,,,,-50.25789167,50.25789167,154.4240833,-25.57591667
50.255125,-24.8785,,10.34143333,-50.255125,,,,-50.255125,50.255125,155.1215,-24.8785
50.35098889,-25.5465,,10.2969,-50.35098889,,,,-50.35098889,50.35098889,154.4535,-25.5465
49.93886111,-24.23395833,,10.38440278,-49.93886111,,,,-49.93886111,49.93886111,155.7660417,-24.23395833
50.41596389,-25.050625,,10.32995833,-50.41596389,,,,-50.41596389,50.41596389,154.949375,-25.050625
50.23166111,-23.94554167,,10.40363056,-50.23166111,,,,-50.23166111,50.23166111,156.0544583,-23.94554167
50.49727222,-24.45525,,10.36965,-50.49727222,,,,-50.49727222,50.49727222,155.54475,-24.45525
50.38679722,-25.51008333,,10.29932778,-50.38679722,,,,-50.38679722,50.38679722,154.4899167,-25.51008333
50.2463,-24.69870833,,10.35341944,-50.2463,,,,-50.2463,50.2463,155.3012917,-24.69870833
50.27843889,-24.385,,10.37433333,-50.27843889,,,,-50.27843889,50.27843889,155.615,-24.385
50.14157222,-24.64179167,,10.35721389,-50.14157222,,,,-50.14157222,50.14157222,155.3582083,-24.64179167
50.87208056,-24.77758333,,10.34816111,-50.87208056,,,,-50.87208056,50.87208056,155.2224167,-24.77758333
51.18495,-24.23220833,,10.38451944,-51.18495,,SCO 1e,,-51.18495,51.18495,155.7677917,-24.23220833
50.70818611,-23.87641667,,10.40823889,-50.70818611,,,,-50.70818611,50.70818611,156.1235833,-23.87641667
50.89922222,-23.92308333,,10.40512778,-50.89922222,,,,-50.89922222,50.89922222,156.0769167,-23.92308333
51.26642222,-24.237875,,10.38414167,-51.26642222,,,,-51.26642222,51.26642222,155.762125,-24.237875
50.74276389,-23.916375,,10.405575,-50.74276389,,,,-50.74276389,50.74276389,156.083625,-23.916375
50.71055,-23.56833333,,10.42877778,-50.71055,,,,-50.71055,50.71055,156.4316667,-23.56833333
51.18732222,-24.27875,,10.38141667,-51.18732222,,,,-51.18732222,51.18732222,155.72125,-24.27875
50.48286389,-23.73983333,,10.41734444,-50.48286389,,,,-50.48286389,50.48286389,156.2601667,-23.73983333
51.08663889,-24.04266667,,10.39715556,-51.08663889,,,,-51.08663889,51.08663889,155.9573333,-24.04266667
51.15840278,-23.99741667,,10.40017222,-51.15840278,,,,-51.15840278,51.15840278,156.0025833,-23.99741667
50.98267222,-23.97395833,,10.40173611,-50.98267222,,,,-50.98267222,50.98267222,156.0260417,-23.97395833
50.92516667,-23.41029167,,10.43931389,-50.92516667,,,,-50.92516667,50.92516667,156.5897083,-23.41029167
50.81808056,-24.268625,,10.38209167,-50.81808056,,,,-50.81808056,50.81808056,155.731375,-24.268625
50.67279722,-24.12658333,,10.39156111,-50.67279722,,,,-50.67279722,50.67279722,155.8734167,-24.12658333
51.20896944,-23.67791667,,10.42147222,-51.20896944,,,,-51.20896944,51.20896944,156.3220833,-23.67791667
50.86941667,-23.87575,,10.40828333,-50.86941667,,,,-50.86941667,50.86941667,156.12425,-23.87575
50.85998889,-24.56333333,,10.36244444,-50.85998889,,,,-50.85998889,50.85998889,155.4366667,-24.56333333
51.12150556,-23.14604167,,10.45693056,-51.12150556,,,,-51.12150556,51.12150556,156.8539583,-23.14604167
50.86233333,-23.97016667,,10.40198889,-50.86233333,,,,-50.86233333,50.86233333,156.0298333,-23.97016667
50.92652778,-24.0235,,10.39843333,-50.92652778,,,,-50.92652778,50.92652778,155.9765,-24.0235
48.05473889,-23.50966667,,10.43268889,-48.05473889,,SCO 1f1,,-48.05473889,48.05473889,156.4903333,-23.50966667
48.12,-23.88475,,10.40768333,-48.12,,,,-48.12,48.12,156.11525,-23.88475
47.94799444,-24.241125,,10.383925,-47.94799444,,,,-47.94799444,47.94799444,155.758875,-24.241125
48.06735,-23.64895833,,10.42340278,-48.06735,,,,-48.06735,48.06735,156.3510417,-23.64895833
47.93230833,-23.66908333,,10.42206111,-47.93230833,,,,-47.93230833,47.93230833,156.3309167,-23.66908333
48.26035278,-24.02470833,,10.39835278,-48.26035278,,,,-48.26035278,48.26035278,155.9752917,-24.02470833
48.08629444,-23.95470833,,10.40301944,-48.08629444,,,,-48.08629444,48.08629444,156.0452917,-23.95470833
48.15840556,-24.19558333,,10.38696111,-48.15840556,,,,-48.15840556,48.15840556,155.8044167,-24.19558333
48.21135556,-24.01370833,,10.39908611,-48.21135556,,,,-48.21135556,48.21135556,155.9862917,-24.01370833
48.05449167,-24.31625,,10.37891667,-48.05449167,,,,-48.05449167,48.05449167,155.68375,-24.31625
48.34867778,-23.45295833,,10.43646944,-48.34867778,,,,-48.34867778,48.34867778,156.5470417,-23.45295833
48.15204722,-24.31841667,,10.37877222,-48.15204722,,,,-48.15204722,48.15204722,155.6815833,-24.31841667
48.30466389,-24.30341667,,10.37977222,-48.30466389,,,,-48.30466389,48.30466389,155.6965833,-24.30341667
48.19244722,-24.00129167,,10.39991389,-48.19244722,,,,-48.19244722,48.19244722,155.9987083,-24.00129167
48.38582778,-23.78795833,,10.41413611,-48.38582778,,,,-48.38582778,48.38582778,156.2120417,-23.78795833
48.19019444,-23.969,,10.40206667,-48.19019444,,,,-48.19019444,48.19019444,156.031,-23.969
48.17414167,-24.03591667,,10.39760556,-48.17414167,,,,-48.17414167,48.17414167,155.9640833,-24.03591667
48.40991111,-24.078,,10.3948,-48.40991111,,,,-48.40991111,48.40991111,155.922,-24.078
48.06531944,-23.79566667,,10.41362222,-48.06531944,,,,-48.06531944,48.06531944,156.2043333,-23.79566667
48.23986667,-23.93695833,,10.40420278,-48.23986667,,,,-48.23986667,48.23986667,156.0630417,-23.93695833
48.16588889,-24.00029167,,10.39998056,-48.16588889,,,,-48.16588889,48.16588889,155.9997083,-24.00029167
48.35485,-23.77245833,,10.41516944,-48.35485,,,,-48.35485,48.35485,156.2275417,-23.77245833
48.20693056,-23.96979167,,10.40201389,-48.20693056,,,,-48.20693056,48.20693056,156.0302083,-23.96979167
48.35951944,-24.123,,10.3918,-48.35951944,,,,-48.35951944,48.35951944,155.877,-24.123
48.10275278,-23.89683333,,10.40687778,-48.10275278,,,,-48.10275278,48.10275278,156.1031667,-23.89683333
48.00443611,-23.74175,,10.41721667,-48.00443611,,,,-48.00443611,48.00443611,156.25825,-23.74175
48.34351667,-24.387375,,10.374175,-48.34351667,,,,-48.34351667,48.34351667,155.612625,-24.387375
48.392175,-23.72458333,,10.41836111,-48.392175,,,,-48.392175,48.392175,156.2754167,-23.72458333
48.14265278,-23.90008333,,10.40666111,-48.14265278,,,,-48.14265278,48.14265278,156.0999167,-23.90008333
48.42906944,-24.25375,,10.38308333,-48.42906944,,,,-48.42906944,48.42906944,155.74625,-24.25375
48.44291111,-23.86958333,,10.40869444,-48.44291111,,,,-48.44291111,48.44291111,156.1304167,-23.86958333
48.19705833,-23.85533333,,10.40964444,-48.19705833,,,,-48.19705833,48.19705833,156.1446667,-23.85533333
48.20273056,-24.10433333,,10.39304444,-48.20273056,,,,-48.20273056,48.20273056,155.8956667,-24.10433333
47.73679167,-24.86495833,,10.34233611,-47.73679167,,SCO 1f2,,-47.73679167,47.73679167,155.1350417,-24.86495833
48.754775,-23.31425,,10.44571667,-48.754775,,,,-48.754775,48.754775,156.68575,-23.31425
47.74125833,-23.62295833,,10.42513611,-47.74125833,,,,-47.74125833,47.74125833,156.3770417,-23.62295833
48.404575,-24.885,,10.341,-48.404575,,,,-48.404575,48.404575,155.115,-24.885
48.50275833,-24.88754167,,10.34083056,-48.50275833,,,,-48.50275833,48.50275833,155.1124583,-24.88754167
47.66145278,-25.38958333,,10.30736111,-47.66145278,,,,-47.66145278,47.66145278,154.6104167,-25.38958333
48.19996111,-25.515375,,10.298975,-48.19996111,,,,-48.19996111,48.19996111,154.484625,-25.515375
